x,y,z,roll,pitch,yaw,thumb,fore,index,ring,receiver values,word
0.015625,0.015625,0.015625,0,-1,-1,0,0.75,0.75,0.5, 0x3F,which
0.03125,0.023438,0.023438,0.083333,-1,-1,0,0.75,0.75,0.5, 0x3F,which
0.039062,0.023438,0.023438,0.083333,-1,-1,0,0.75,0.75,0.5, 0x3F,which
0.039062,0.023438,0.023438,0.083333,-1,-1,0,0.75,0.75,0.5, 0x3F,which
0.023438,0.039062,0.023438,0.083333,-1,-1,0,0.75,0.75,0.5, 0x3F,which
0.039062,0.007812,0.023438,0.083333,-1,-1,0,0.75,0.75,0.5, 0x3F,which
0.039062,0.015625,0.023438,0.083333,-1,-1,0,0.75,0.75,0.5, 0x3F,which
0.039062,0.015625,0.023438,0.083333,-1,-1,0,0.75,0.75,0.5, 0x3F,which
0.039062,0.015625,0.015625,0.083333,-1,-1,0,0.75,0.75,0.5, 0x3F,which
0,0,0,0.083333,-1,-1,0.25,0.5,0,0.5, 0x3F,girl
0,0,0,0.083333,-1,-1,0.25,0.5,0,0.5, 0x3F,girl
0,0,0,0.083333,-1,-1,0.25,0.5,0,0.5, 0x3F,girl
0.007812,0,0,0.083333,-1,-1,0.25,0.5,0,0.5, 0x3F,girl
0,0,0,0.083333,-1,-1,0.25,0.5,0,0.5, 0x3F,girl
0,0,0,0.083333,-1,-1,0.25,0.5,0,0.5, 0x3F,girl
0.007812,0,0,0.083333,-1,-1,0.25,0.5,0,0.75, 0x3F,girl
0,-0.015625,0,0.083333,-1,-1,0.25,0.5,0,0.75, 0x3F,girl
0,0,0,0.083333,-1,-1,0.25,0.25,0.25,0.75, 0x3F,girl
0.023438,0.0625,-0.007812,0.083333,-1,-1,0.25,0.25,0.25,0.75, 0x3F,girl
0,0.109375,-0.023438,0.083333,-1,-1,0.25,0.25,0.25,0.75, 0x3F,girl
-0.023438,0.164062,-0.03125,0.083333,-1,-1,0.25,0.25,0.25,0.75, 0x3F,girl
-0.0625,0.242188,-0.046875,0.083333,-1,-1,0.25,0.25,0.25,0.75, 0x3F,girl
-0.09375,0.320312,-0.054688,0.083333,-1,-1,0.25,0.25,0.25,0.75, 0x3F,girl
-0.140625,0.40625,-0.0625,0.083333,-1,-1,0.25,0,0.25,0.75, 0x3F,girl
-0.203125,0.5,-0.0625,0.083333,-1,-1,0.25,0,0.25,0.75, 0x37,girl
-0.234375,0.570312,-0.054688,0.083333,-1,-1,0.5,0,0.25,0.75, 0x3F,girl
-0.34375,0.617188,-0.046875,0.083333,-1,-1,0.5,0,0.25,0.75, 0x3F,girl
-0.445312,0.664062,-0.039062,0.333333,-1,-1,0.5,0,0.25,0.75, 0x3F,girl
-0.5,0.6875,-0.023438,0.333333,-1,-1,0.5,0,0.25,0.75, 0x3F,girl
-0.523438,0.703125,-0.015625,0.166667,-1,-1,0.5,0,0.25,0.75, 0x3F,girl
-0.570312,0.695312,0,0.416667,-1,-1,0.5,0,0.25,0.75, 0x3F,girl
-0.570312,0.695312,0,0.416667,-1,-1,0.5,0,0.25,0.75, 0x3F,girl
-0.46875,0.742188,0,0.416667,-1,-1,0.5,0,0.25,0.75, 0x2F,girl
-0.617188,0.679688,0,0.25,-1,-1,0.5,0,0.25,0.75, 0x3F,girl
-0.578125,0.835938,0.007812,0.333333,-1,-1,0.5,0,0.25,0.75, 0x2F,girl
-0.617188,0.679688,0,0.333333,-1,-1,0.5,0,0.25,0.75, 0x3F,girl
-0.617188,0.6875,0,0.333333,-1,-1,0.25,0,0.25,0.75, 0x3F,girl
-0.585938,0.765625,0,0.083333,-1,-1,0.25,0,0.25,0.75, 0x3F,girl
-0.648438,0.710938,0,0.333333,-1,-1,0.25,0,0.25,0.75, 0x3F,girl
-0.773438,0.554688,0.007812,0.833333,-1,-1,0.25,0,0.25,0.75, 0x3F,girl
-0.820312,0.492188,0.007812,0.833333,-1,-1,0.25,0,0.25,0.75, 0x2F,girl
-0.789062,0.492188,0.015625,0.833333,-1,-1,0.25,0,0.25,0.75, 0x3F,girl
-0.695312,0.585938,0.007812,0.833333,-1,-1,0.25,0,0.25,0.75, 0x2F,girl
-0.679688,0.5625,0,0.25,-1,-1,0.25,0,0.25,0.75, 0x3F,girl
-0.585938,0.570312,0,0.25,-1,-1,0.25,0.25,0.25,0.75, 0x3F,girl
-0.507812,0.59375,-0.015625,0.25,-1,-1,0.25,0.25,0.25,0.75, 0x3F,girl
-0.414062,0.554688,-0.023438,0.083333,-1,-1,0.25,0.75,0.25,0.75, 0x3F,girl
-0.328125,0.523438,-0.03125,0.083333,-1,-1,0.25,0.75,0.25,0.75, 0x3F,girl
-0.242188,0.484375,-0.03125,0.083333,-1,-1,0.25,0.75,0.25,0.75, 0x3F,girl
-0.179688,0.414062,-0.023438,0,-1,-1,0.25,0.75,0.25,0.75, 0x3F,girl
-0.117188,0.359375,-0.023438,0,-1,-1,0.25,0.75,0.25,0, 0x3F,girl
-0.0625,0.3125,-0.015625,0,-1,-1,0.25,0.75,0.25,0, 0x3F,girl
-0.046875,0.296875,-0.007812,0.25,-1,-1,0.25,0.75,0.25,0, 0x3F,girl
-0.023438,0.265625,0,0.166667,-1,-1,0.25,0.75,0.25,0, 0x3F,girl
0.015625,0.203125,0,0.083333,-1,-1,0.25,0.75,0.25,0, 0x3F,girl
0.03125,0.164062,0,0.083333,-1,-1,0.25,0.75,0.25,0, 0x3F,girl
0.023438,0.125,0.007812,0.083333,-1,-1,0.25,0.75,0.25,0, 0x3F,girl
0.023438,0.085938,0.007812,0.083333,-1,-1,0.25,0.75,0.25,0, 0x3F,girl
0.007812,0.046875,0.007812,0.083333,-1,-1,0.25,0.75,0.25,0, 0x3F,girl
0.015625,0.039062,0.007812,0.166667,-1,-1,0.25,0.75,0.25,0, 0x3F,girl
0.015625,0.03125,0.007812,0.166667,-1,-1,0.25,0.75,0.25,0, 0x3F,girl
0.015625,0.03125,0.007812,0.166667,-1,-1,0.25,0.75,0.25,0, 0x3F,girl
0,0.039062,0.015625,0.083333,-1,-1,0.25,0.75,0.25,0, 0x3F,girl
0.015625,0.015625,0.015625,0.083333,-1,-1,0.25,0.75,0.25,0, 0x3F,girl
0,0.023438,0.015625,0.083333,-1,-1,0.25,0.75,0.25,0, 0x3F,girl
0.015625,0.007812,0.015625,0.083333,-1,-1,0.25,0.75,0.25,0, 0x3F,girl
0,0.015625,0.015625,0.083333,-1,-1,0.25,0.75,0.25,0, 0x3F,girl
0.023438,0,0.015625,0.083333,-1,-1,0.25,0.75,0.25,0, 0x3F,girl
0.03125,0,0.015625,0.083333,-1,-1,0.25,0.75,0.25,0, 0x3F,girl
0.015625,0.015625,0.015625,0.083333,-1,-1,0.25,0.75,0.25,0, 0x3F,girl
0.03125,0,0.015625,0.083333,-1,-1,0.25,0.75,0.25,0, 0x3F,girl
0.023438,0,0.015625,0.083333,-1,-1,0.25,0.75,0.25,0, 0x3F,girl
0.023438,0,0.015625,0.083333,-1,-1,0.25,0.75,0.25,0, 0x3F,girl
0,0,0,0.083333,-1,-1,0.75,0.5,0.25,0.75, 0x3F,no
0,0,0,0.083333,-1,-1,0.75,0.5,0.25,0.75, 0x3F,no
0.015625,0.007812,0,0.083333,-1,-1,0.75,0.5,0.25,0.75, 0x3F,no
0,-0.007812,0,0.083333,-1,-1,0.75,0.5,0.25,0.75, 0x3F,no
0.023438,0,0,0.083333,-1,-1,0.75,0.75,0.25,0.75, 0x3F,no
0.03125,0,0,0.083333,-1,-1,0.75,0.75,0.25,0.75, 0x3F,no
0.03125,0,0,0.083333,-1,-1,0.75,0.75,0.25,0.75, 0x3F,no
0.039062,0,0,0.083333,-1,-1,0.75,0.75,0.25,0.75, 0x3F,no
0.054688,0.023438,0,0.083333,-1,-1,0.75,0.75,0.25,0.75, 0x3F,no
0.0625,0.054688,0,0.166667,-1,-1,0.75,0.75,0.25,0.75, 0x3F,no
0.078125,0.078125,-0.007812,0.166667,-1,-1,0.75,0.75,0.25,0.75, 0x3F,no
0.0625,0.125,-0.015625,0.166667,-1,-1,0.75,0.75,0.5,0.75, 0x3F,no
0.039062,0.1875,-0.023438,0.166667,-1,-1,0.75,0.75,0.5,0.75, 0x3F,no
0,0.234375,-0.03125,0.166667,-1,-1,0.75,0.75,0.5,0.75, 0x3F,no
-0.007812,0.3125,-0.039062,0.166667,-1,-1,0.75,0.75,0.5,0.75, 0x3F,no
-0.046875,0.375,-0.039062,0.166667,-1,-1,0.75,0.75,0.5,0.75, 0x3F,no
-0.09375,0.484375,-0.039062,0.25,-1,-1,0.75,0.75,0.5,0.75, 0x3F,no
-0.132812,0.546875,-0.03125,0.25,-1,-1,0.75,0.75,0.5,0.75, 0x3F,no
-0.15625,0.578125,-0.03125,0.166667,-1,-1,0.75,0.75,0.5,0.75, 0x3F,no
-0.140625,0.585938,-0.03125,0.083333,-1,-1,0.75,0.75,0.5,0.75, 0x3F,no
-0.15625,0.617188,-0.039062,0,-1,-1,0.75,0.75,0.5,0.75, 0x3F,no
-0.140625,0.617188,-0.039062,0,-1,-1,0.75,0.75,0.5,0.75, 0x3F,no
-0.125,0.625,-0.039062,0,-1,-1,0.75,0.75,0.5,0.75, 0x3F,no
-0.148438,0.617188,-0.039062,0,-1,-1,0.75,0.75,0.5,0.75, 0x3F,no
-0.164062,0.632812,-0.039062,0.083333,-1,-1,0.75,0.75,0.5,0.75, 0x3F,no
-0.164062,0.648438,-0.03125,0,-1,-1,0.75,0.75,0.5,0.75, 0x3F,no
-0.179688,0.640625,-0.03125,0,-1,-1,0.75,0.75,0.5,0.75, 0x3F,no
-0.179688,0.640625,-0.03125,0.083333,-1,-1,0.75,0.75,0.25,0.75, 0x3F,no
-0.148438,0.632812,-0.03125,0,-1,-1,0.75,0.75,0.25,0.75, 0x3F,no
-0.125,0.632812,-0.039062,0,-1,-1,0.75,0.75,0.5,0.75, 0x3F,no
-0.070312,0.601562,-0.039062,0,-1,-1,0.75,0.75,0.25,0.75, 0x3F,no
-0.054688,0.601562,-0.039062,0,-1,-1,0.75,0.75,0.25,0.75, 0x3F,no
-0.085938,0.578125,-0.039062,0,-1,-1,0.75,0.75,0.25,0.75, 0x3F,no
-0.101562,0.5625,-0.039062,0,-1,-1,0.75,0.75,0.25,0.75, 0x3F,no
-0.125,0.554688,-0.03125,0,-1,-1,0.75,0.75,0.25,0.75, 0x3F,no
-0.109375,0.523438,-0.023438,0,-1,-1,0.75,0.75,0.25,0.75, 0x3F,no
-0.101562,0.46875,-0.023438,0,-1,-1,0.75,0.5,0.25,0.75, 0x3F,no
-0.078125,0.429688,-0.015625,0,-1,-1,0.75,0.5,0.25,0.75, 0x3F,no
-0.085938,0.359375,-0.015625,0.083333,-1,-1,0.75,0.5,0.25,0.75, 0x3F,no
-0.039062,0.328125,-0.007812,0.083333,-1,-1,0.75,0.5,0.25,0.75, 0x3F,no
-0.039062,0.289062,-0.007812,0.083333,-1,-1,0.75,0.5,0.25,0.75, 0x3F,no
-0.03125,0.210938,0,0.083333,-1,-1,0.75,0.5,0.25,0.75, 0x3F,no
-0.015625,0.164062,0,0,-1,-1,0.75,0.5,0.25,0.75, 0x3F,no
-0.015625,0.140625,0,0,-1,-1,0.75,0.5,0.25,0.75, 0x3F,no
0.023438,0.101562,0.007812,0,-1,-1,0.75,0.5,0.25,0.75, 0x3F,no
0,0.101562,0.007812,0,-1,-1,0.75,0.5,0.25,0.75, 0x3F,no
0.023438,0.0625,0.007812,0,-1,-1,0.75,0.5,0.25,0.75, 0x3F,no
0.023438,0.0625,0.007812,0,-1,-1,0.75,0.5,0.25,0.75, 0x3F,no
0.023438,0.054688,0.007812,0,-1,-1,0.75,0.5,0.25,0.75, 0x3F,no
0.015625,0.046875,0.007812,0,-1,-1,0.75,0.5,0.25,0.75, 0x3F,no
0.023438,0.046875,0.007812,0,-1,-1,0.75,0.5,0.25,0.75, 0x3F,no
0.015625,0.046875,0.007812,0,-1,-1,0.75,0.5,0.25,0.75, 0x3F,no
0.023438,0.046875,0.007812,0,-1,-1,0.75,0.5,0.25,0.75, 0x3F,no
0.007812,0.0625,0.007812,0,-1,-1,0.75,0.5,0.25,0.75, 0x3F,no
0.015625,0.039062,0.007812,0,-1,-1,0.75,0.5,0.25,0.75, 0x3F,no
0.015625,0.039062,0.007812,0,-1,-1,0.75,0.5,0.25,0.75, 0x3F,no
0.015625,0.039062,0.007812,0,-1,-1,0.75,0.5,0.25,0.75, 0x3F,no
0.015625,0.039062,0.007812,0,-1,-1,0.75,0.5,0.25,0.75, 0x3F,no
0.015625,0.039062,0.007812,0,-1,-1,0.75,0.5,0.25,0.75, 0x3F,no
0.015625,0.039062,0.007812,0,-1,-1,0.75,0.5,0.25,0.75, 0x3F,no
0,0.015625,0,0,-1,-1,0,0.75,0,0, 0x3F,thank
0,0.007812,0,0.083333,-1,-1,0,0.75,0,0, 0x3F,thank
0.007812,0.015625,0,0.083333,-1,-1,0,0.5,0,0, 0x3F,thank
0,0.007812,0,0,-1,-1,0,0,0,0.25, 0x0,thank
0,-0.007812,0,0.166667,-1,-1,0,0,0,0.5, 0x3F,thank
0,-0.007812,-0.007812,0.166667,-1,-1,0,0,0,0, 0x3F,thank
-0.03125,0.046875,-0.015625,0.25,-1,-1,0.25,0,0,0, 0x3F,thank
-0.070312,0.125,-0.023438,0.333333,-1,-1,0.25,0,0,0, 0x3F,thank
-0.125,0.195312,-0.039062,0.333333,-1,-1,0.25,0,0,0, 0x3F,thank
-0.195312,0.28125,-0.039062,0.416667,-1,-1,0.25,0,0,0, 0x3F,thank
-0.265625,0.34375,-0.039062,0.416667,-1,-1,0.25,0,0,0, 0x3F,thank
-0.398438,0.492188,-0.03125,0.416667,-1,-1,0.25,0,0,0, 0x3F,thank
-0.460938,0.539062,-0.023438,0.416667,-1,-1,0.25,0,0,0, 0x3F,thank
-0.5,0.671875,-0.007812,0.5,-1,-1,0.25,0,0,0, 0x3F,thank
0,0,-0.601562,-1,-1,-1,0.75,0.75,0.75,0.5, 0x0,thank
-0.640625,0.65625,0,0.5,-1,-1,0.5,0,0,0, 0x3F,thank
-0.664062,0.671875,0,0.416667,-1,-1,0.5,0,0,0, 0x3F,thank
-0.53125,0.664062,0,0.416667,-1,-1,0.5,0,0,0, 0x2F,thank
-0.515625,0.640625,0,0.25,-1,-1,0.5,0,0,0, 0x2F,thank
-0.53125,0.671875,-0.015625,0.416667,-1,-1,0.5,0,0,0, 0x2F,thank
-0.695312,0.523438,-0.039062,0.333333,-1,-1,0.5,0,0,0, 0x3F,thank
-0.65625,0.507812,-0.054688,0.333333,-1,-1,0.5,0,0,0, 0x3F,thank
-0.632812,0.507812,-0.078125,0.333333,-1,-1,0.5,0,0,0, 0x3F,thank
-0.570312,0.5,-0.085938,0.333333,-1,-1,0.5,0,0,0, 0x3F,thank
-0.53125,0.5,-0.085938,0.333333,-1,-1,0.5,0,0,0, 0x3F,thank
-0.539062,0.507812,-0.085938,0.416667,-1,-1,0.5,0,0,0, 0x3F,thank
-0.539062,0.507812,-0.085938,0.333333,-1,-1,0.25,0,0,0, 0x3F,thank
-0.539062,0.5,-0.09375,0.333333,-1,-1,0.25,0,0,0, 0x3F,thank
-0.5,0.460938,-0.09375,0.333333,-1,-1,0.25,0,0,0, 0x3F,thank
-0.445312,0.453125,-0.09375,0.333333,-1,-1,0.25,0.25,0,0, 0x3F,thank
-0.40625,0.414062,-0.085938,0.25,-1,-1,0.25,0.5,0,0.25, 0x3F,thank
-0.304688,0.414062,-0.085938,0.25,-1,-1,0.25,0.75,0,0.25, 0x3F,thank
-0.226562,0.398438,-0.078125,0.166667,-1,-1,0.25,0.75,0.25,0.25, 0x3F,thank
-0.179688,0.398438,-0.0625,0.25,-1,-1,0.5,0.75,0.25,0.5, 0x3F,thank
-0.101562,0.351562,-0.054688,0.166667,-1,-1,0.5,0.75,0.25,0.5, 0x3F,thank
-0.046875,0.320312,-0.039062,0.083333,-1,-1,0.5,0.75,0.25,0.5, 0x3F,thank
-0.03125,0.273438,-0.03125,0.083333,-1,-1,0.5,0.75,0.25,0.5, 0x3F,thank
-0.023438,0.25,-0.023438,0.166667,-1,-1,0.5,0.75,0.25,0.5, 0x3F,thank
0,0.195312,-0.015625,0.083333,-1,-1,0.5,0.75,0.25,0.5, 0x3F,thank
0.015625,0.164062,-0.007812,0.083333,-1,-1,0.5,0.75,0.25,0.5, 0x3F,thank
0.023438,0.132812,0,0,-1,-1,0.5,0.75,0.25,0.5, 0x3F,thank
0.03125,0.101562,0,0.083333,-1,-1,0.5,0.75,0.25,0.5, 0x3F,thank
0.03125,0.070312,0,0,-1,-1,0.5,0.75,0.25,0.5, 0x3F,thank
0.03125,0.070312,0,0,-1,-1,0.75,0.75,0.25,0.5, 0x3F,thank
0.046875,0.078125,0,0,-1,-1,0.5,0.75,0.25,0.5, 0x3F,thank
0.046875,0.078125,0,0,-1,-1,0.5,0.75,0.25,0.5, 0x3F,thank
0.03125,0.054688,0.007812,0,-1,-1,0.5,0.75,0.25,0.5, 0x3F,thank
0.039062,0.046875,0.007812,0,-1,-1,0.5,0.75,0.25,0.5, 0x3F,thank
0.039062,0.070312,0.007812,0.083333,-1,-1,0.5,0.75,0.25,0.5, 0x3F,thank
0.046875,0.046875,0.007812,0,-1,-1,0.5,0.75,0.25,0.25, 0x3F,thank
0.046875,0.046875,0.007812,0,-1,-1,0.5,0.75,0.25,0.25, 0x3F,thank
0.046875,0.046875,0.007812,0,-1,-1,0.5,0.75,0.25,0.25, 0x3F,thank
0.039062,0.054688,0.007812,0,-1,-1,0.5,0.75,0.25,0.25, 0x3F,thank
0.046875,0.039062,0.007812,0,-1,-1,0.5,0.75,0.25,0.25, 0x3F,thank
0.039062,0.054688,0.007812,0,-1,-1,0.5,0.75,0.25,0.25, 0x3F,thank
0.039062,0.039062,0.007812,0,-1,-1,0.5,0.75,0.25,0.25, 0x3F,thank
0.007812,0,0,0,-1,-1,0.25,0.5,0.75,0, 0x3F,responsible
0.015625,0,0,0.083333,-1,-1,0.25,0.5,0.75,0, 0x3F,responsible
0.015625,0.023438,0,0,-1,-1,0.25,0.25,0.5,0, 0x3F,responsible
0,0,0,0.166667,-1,-1,0.75,0.75,0.75,0.75, 0x0,responsible
-0.007812,0.09375,-0.007812,0,-1,-1,0.25,0,0.25,0, 0x3F,responsible
-0.023438,0.140625,-0.015625,0.083333,-1,-1,0.25,0,0,0, 0x3F,responsible
-0.078125,0.21875,-0.023438,0,-1,-1,0.25,0,0,0, 0x3F,responsible
-0.125,0.320312,-0.023438,0,-1,-1,0.25,0,0,0, 0x3F,responsible
-0.1875,0.398438,-0.023438,0,-1,-1,0.25,0,0,0, 0x3F,responsible
-0.257812,0.5,-0.015625,0.083333,-1,-1,0.25,0,0,0, 0x3F,responsible
-0.3125,0.578125,0,0.083333,-1,-1,0.25,0,0,0, 0x3F,responsible
-0.382812,0.625,0,0.166667,-1,-1,0.25,0,0,0, 0x3F,responsible
-0.429688,0.679688,0.015625,0.25,-1,-1,0.25,0,0,0, 0x3F,responsible
-0.453125,0.734375,0.03125,0.25,-1,-1,0.25,0,0,0, 0x3F,responsible
-0.53125,0.671875,0.046875,0.166667,-1,-1,0.25,0,0,0, 0x3F,responsible
-0.726562,0.546875,0.070312,0.083333,-1,-1,0.25,0,0,0, 0x3F,responsible
-0.78125,0.789062,0.078125,0.083333,-1,-1,0.25,0,0,0, 0x2F,responsible
-0.648438,0.5625,0.078125,0.083333,-1,-1,0.25,0,0,0, 0x3D,responsible
-0.796875,0.492188,0.078125,0.916667,-1,-1,0.25,0,0,0, 0x3F,responsible
-0.585938,0.65625,0.078125,0.916667,-1,-1,0.25,0,0,0, 0x3D,responsible
-0.78125,0.367188,0.078125,0.75,-1,-1,0.25,0,0,0, 0x3F,responsible
-0.625,0.601562,0.078125,0.75,-1,-1,0.25,0,0,0, 0x3D,responsible
-0.851562,0.476562,0.078125,0,-1,-1,0.25,0,0,0, 0x2F,responsible
-0.78125,0.5,0.078125,0.916667,-1,-1,0.25,0,0,0, 0x2F,responsible
-0.648438,0.625,0.078125,0.75,-1,-1,0.25,0,0,0, 0x2F,responsible
-0.601562,0.65625,0.078125,0.083333,-1,-1,0.25,0,0,0, 0x3F,responsible
-0.765625,0.5,0.070312,0.916667,-1,-1,0.25,0,0,0, 0x3F,responsible
-0.671875,0.507812,0.0625,0.833333,-1,-1,0.25,0,0,0, 0x3F,responsible
-0.5625,0.554688,0.046875,0.916667,-1,-1,0.25,0,0.25,0, 0x3F,responsible
-0.5,0.53125,0.023438,0,-1,-1,0.25,0.25,0.25,0, 0x3F,responsible
-0.421875,0.507812,0.007812,0.916667,-1,-1,0.25,0.25,0.25,0, 0x3F,responsible
-0.320312,0.476562,0,0,-1,-1,0,0.25,0.5,0, 0x3F,responsible
-0.242188,0.429688,0,0,-1,-1,0,0.5,0.75,0, 0x3F,responsible
-0.1875,0.375,0,0,-1,-1,0,0.75,0.75,0, 0x3F,responsible
-0.085938,0.304688,0,0.083333,-1,-1,0,0.75,0.75,0, 0x3F,responsible
-0.007812,0.257812,0,0.083333,-1,-1,0,0.75,0.75,0, 0x3F,responsible
0.007812,0.226562,0,0.083333,-1,-1,0,0.75,0.75,0, 0x3F,responsible
0.078125,0.171875,0.007812,0.083333,-1,-1,0.25,0.75,0.75,0, 0x3F,responsible
0.109375,0.125,0.015625,0.083333,-1,-1,0.25,0.75,0.75,0, 0x3F,responsible
0.125,0.09375,0.023438,0.083333,-1,-1,0.25,0.75,0.5,0, 0x3F,responsible
0.109375,0.054688,0.023438,0.083333,-1,-1,0.25,0.75,0.5,0, 0x3F,responsible
0.109375,0.023438,0.023438,0.083333,-1,-1,0.25,0.75,0.5,0, 0x3F,responsible
0.132812,0.023438,0.023438,0,-1,-1,0.25,0.75,0.5,0, 0x3F,responsible
0.132812,0.023438,0.023438,0,-1,-1,0.25,0.75,0.5,0, 0x3F,responsible
0.140625,0.023438,0.023438,0,-1,-1,0.25,0.75,0.5,0, 0x3F,responsible
0.140625,0.023438,0.023438,0,-1,-1,0.25,0.75,0.5,0, 0x3F,responsible
0.140625,0.023438,0.023438,0,-1,-1,0.25,0.75,0.5,0, 0x3F,responsible
0.148438,0.023438,0.023438,0,-1,-1,0.25,0.75,0.5,0, 0x3F,responsible
0.148438,0.023438,0.023438,0.083333,-1,-1,0.25,0.75,0.5,0, 0x3F,responsible
0,0,0,0.083333,-1,-1,0.25,0.5,0,0.25, 0x3F,surprise
0,0,0,0,-1,-1,0,0.5,0,0.25, 0x3F,surprise
0,-0.015625,0,0.083333,-1,-1,0,0.5,0,0.25, 0x3F,surprise
0,-0.015625,0,0.083333,-1,-1,0,0,0,0.25, 0x3F,surprise
0.03125,-0.015625,0,0.083333,-1,-1,0,0,0,0, 0x3F,surprise
0.03125,-0.015625,0,0.083333,-1,-1,0,0,0,0, 0x3F,surprise
0.007812,0,-0.007812,0.166667,-1,-1,0,0,0,0, 0x3F,surprise
-0.023438,0,-0.015625,0.166667,-1,-1,0,0,0,0, 0x3F,surprise
-0.070312,0.023438,-0.023438,0.166667,-1,-1,0,0,0,0, 0x3F,surprise
-0.15625,0.054688,-0.03125,0.166667,-1,-1,0,0,0,0, 0x3F,surprise
-0.242188,0.09375,-0.039062,0.083333,-1,-1,0,0,0,0, 0x3F,surprise
-0.3125,0.148438,-0.039062,0.166667,-1,-1,0,0,0,0, 0x3F,surprise
-0.46875,0.109375,-0.03125,0.25,-1,-1,0,0,0,0, 0x3F,surprise
-0.742188,-0.21875,-0.007812,0.25,-1,-1,0,0,0,0, 0x3F,surprise
-0.796875,-0.265625,0.007812,0.25,-1,-1,0,0,0,0, 0x3F,surprise
-0.6875,0.25,0.007812,0.25,-1,-1,0,0,0,0, 0x2F,surprise
-0.703125,0.242188,0.007812,0.25,-1,-1,0,0,0,0, 0x2F,surprise
-0.78125,0.125,0,0.25,-1,-1,0,0,0,0, 0x2F,surprise
-0.984375,-0.320312,0,0.25,-1,-1,0,0,0,0, 0x3D,surprise
